site,origin_lat,origin_lng,dest_lat,dest_lng,origin_nearest_road,origin_impression,destination_nearest_road,destination_impression
QA06_QA05,14.64121939,121.0328497,14.6428801,121.0354373,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA06_QA07,14.64138262,121.032728,14.63975516,121.0301395,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA07_QA06,14.63958126,121.0302441,14.64121939,121.0328497,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA07_QA08,14.63975516,121.0301395,14.63827003,121.0277044,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA08_QA07,14.63810763,121.0278533,14.63958126,121.0302441,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA08_QA09,14.63827003,121.0277044,14.63691078,121.0255296,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA09_QA08,14.63673333,121.0256921,14.63810763,121.0278533,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA09_QA10,14.63691078,121.0255296,14.63661211,121.0250622,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA10_QA09,14.63645337,121.0251778,14.63673333,121.0256921,R-7 (Quezon Avenue),356012,R-7 (Quezon Avenue),356012
QA10_QA11,14.63661211,121.0250622,14.63495588,121.0223844,R-7 (Quezon Avenue),356012,C-3,136851
QA11_QA10,14.63479758,121.0225393,14.63645337,121.0251778,C-3,136851,R-7 (Quezon Avenue),356012
QA11_QA12,14.63495588,121.0223844,14.63346077,121.0199003,C-3,136851,C-3,136851
QA12_QA11,14.63327781,121.0200183,14.63479758,121.0225393,C-3,136851,C-3,136851
QA12_QA13,14.63346077,121.0199003,14.63263792,121.0185404,C-3,136851,C-3,136851
QA13_QA12,14.63243088,121.0186695,14.63327781,121.0200183,C-3,136851,C-3,136851
QA13_QA14,14.63263792,121.0185404,14.63186147,121.0173654,C-3,136851,C-3,136851
QA14_QA13,14.63166358,121.0174778,14.63243088,121.0186695,C-3,136851,C-3,136851
QA14_QA15,14.63186147,121.0173654,14.63065221,121.0156716,C-3,136851,C-3,136851
QA15_QA14,14.63052374,121.0158687,14.63166358,121.0174778,C-3,136851,C-3,136851
QA15_QA16,14.63065221,121.0156716,14.62820135,121.0131168,C-3,136851,C-3,136851
QA16_QA15,14.62815399,121.0132,14.63052374,121.0158687,C-3,136851,C-3,136851
QA16_QA17,14.62820135,121.0131168,14.62649201,121.011195,C-3,136851,C-3,136851
QA17_QA16,14.62640544,121.0112672,14.62815399,121.0132,C-3,136851,C-3,136851
QA17_QA18,14.62649201,121.011195,14.62524082,121.0097162,C-3,136851,C-3,136851
QA18_QA17,14.62509565,121.009913,14.62640544,121.0112672,C-3,136851,C-3,136851
QA18_QA19,14.62524082,121.0097162,14.62350574,121.0079149,C-3,136851,C-3,136851
QA19_QA18,14.62339864,121.0080305,14.62509565,121.009913,C-3,136851,C-3,136851
QA19_QA20,14.62350574,121.0079149,14.62179879,121.0059865,C-3,136851,C-3,136851
QA20_QA19,14.62168455,121.0061243,14.62339864,121.0080305,C-3,136851,C-3,136851
QA20_QA21,14.62179879,121.0059865,14.62014108,121.0041878,C-3,136851,R-6 (Aurora Blvd),145563
QA21_QA20,14.61998877,121.0042751,14.62168455,121.0061243,R-6 (Aurora Blvd),145563,C-3,136851
QA21_QA22,14.62014108,121.0041878,14.61956039,121.0035054,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA22_QA21,14.61937594,121.0036074,14.61998877,121.0042751,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA22_QA23,14.61956039,121.0035054,14.61893383,121.0028131,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA23_QA22,14.61875196,121.0029527,14.61937594,121.0036074,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA23_QA24,14.61893383,121.0028131,14.61832327,121.0022089,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA24_QA23,14.61817078,121.0022861,14.61875196,121.0029527,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA24_QA25,14.61832327,121.0022089,14.61768948,121.001453,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
QA25_QA24,14.6175354,121.0015679,14.61817078,121.0022861,R-6 (Aurora Blvd),145563,R-6 (Aurora Blvd),145563
RO01_RO02,14.5914543,120.9703332,14.58277452,120.975433,C-1,109729,C-1,109729
RO02_RO01,14.58284866,120.9756466,14.59143413,120.9705495,C-1,109729,C-1,109729
RO02_RO03,14.58277452,120.975433,14.5785578,120.9779432,C-1,109729,C-1,109729
RO03_RO02,14.5786774,120.9780708,14.58284866,120.9756466,C-1,109729,C-1,109729
RO03_RO04,14.5785578,120.9779432,14.57305407,120.980964,C-1,109729,C-1,109729
RO04_RO03,14.57310924,120.9810914,14.5786774,120.9780708,C-1,109729,C-1,109729
RO04_RO05,14.57305407,120.980964,14.56818776,120.9832447,C-1,109729,C-1,109729
RO05_RO04,14.56821275,120.9833763,14.57310924,120.9810914,C-1,109729,C-1,109729
RO05_RO06,14.56818776,120.9832447,14.5641216,120.9849742,C-1,109729,C-1,109729
RO06_RO05,14.56414346,120.9851489,14.56821275,120.9833763,C-1,109729,C-1,109729
RO06_RO07,14.5641216,120.9849742,14.55941786,120.9870613,C-1,109729,R-2 (Taft Avenue),119119
RO07_RO06,14.55946474,120.9872189,14.56414346,120.9851489,R-2 (Taft Avenue),119119,C-1,109729
RO07_RO08,14.55941786,120.9870613,14.552085,120.9894928,R-2 (Taft Avenue),119119,R-2 (Taft Avenue),119119
RO08_RO07,14.5521207,120.9895994,14.55946474,120.9872189,R-2 (Taft Avenue),119119,R-2 (Taft Avenue),119119
RO08_RO09,14.552085,120.9894928,14.53688605,120.9924696,R-2 (Taft Avenue),119119,R-2 (Taft Avenue),119119
RO09_RO08,14.53689362,120.9925513,14.5521207,120.9895994,R-2 (Taft Avenue),119119,R-2 (Taft Avenue),119119
RO09_RO10,14.53688605,120.9924696,14.52906983,120.993246,R-2 (Taft Avenue),119119,R-1 (Roxas Boulevard),202820
RO10_RO09,14.52906289,120.9934383,14.53689362,120.9925513,R-1 (Roxas Boulevard),202820,R-2 (Taft Avenue),119119
RO10_RO11,14.52906983,120.993246,14.52723646,120.9934718,R-1 (Roxas Boulevard),202820,R-1 (Roxas Boulevard),202820
RO11_RO10,14.52726425,120.9936767,14.52906289,120.9934383,R-1 (Roxas Boulevard),202820,R-1 (Roxas Boulevard),202820
RO11_RO12,14.52723646,120.9934718,14.50252314,120.9898363,R-1 (Roxas Boulevard),202820,R-1 (Roxas Boulevard),202820
RO12_RO11,14.50251827,120.9900222,14.52726425,120.9936767,R-1 (Roxas Boulevard),202820,R-1 (Roxas Boulevard),202820
SL01_SL02,14.53913496,121.0174844,14.51033531,121.0329782,R-2 (Taft Avenue),119119,C-5 (Carlos P. Garcia Avenue),250762
SL02_SL01,14.51047553,121.0336541,14.53894516,121.0177003,C-5 (Carlos P. Garcia Avenue),250762,R-2 (Taft Avenue),119119
SL02_SL03,14.51033531,121.0329782,14.50843121,121.0340015,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL03_SL02,14.50873243,121.0345272,14.51047553,121.0336541,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL03_SL04,14.50843121,121.0340015,14.51092763,121.032642,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL04_SL03,14.51105227,121.0333715,14.50873243,121.0345272,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL04_SL05,14.51092763,121.032642,14.49487104,121.0412547,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL05_SL04,14.49481864,121.0415073,14.51105227,121.0333715,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL05_SL06,14.49487104,121.0412547,14.44550091,121.0451194,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL06_SL05,14.44561829,121.045349,14.49481864,121.0415073,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL06_SL07,14.44550091,121.0451194,14.40293707,121.0394963,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
SL07_SL06,14.40293707,121.0397239,14.44561829,121.045349,C-5 (Carlos P. Garcia Avenue),250762,C-5 (Carlos P. Garcia Avenue),250762
NL01_NL02,14.700000,121.000000,14.701000,121.001000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL02_NL01,14.701000,121.001000,14.700000,121.000000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL02_NL03,14.701000,121.001000,14.702000,121.002000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL03_NL02,14.702000,121.002000,14.701000,121.001000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL03_NL04,14.702000,121.002000,14.703000,121.003000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL04_NL03,14.703000,121.003000,14.702000,121.002000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL04_NL05,14.703000,121.003000,14.704000,121.004000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL05_NL04,14.704000,121.004000,14.703000,121.003000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL05_NL06,14.704000,121.004000,14.705000,121.005000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL06_NL05,14.705000,121.005000,14.704000,121.004000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL06_NL07,14.705000,121.005000,14.706000,121.006000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL07_NL06,14.706000,121.006000,14.705000,121.005000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL07_NL08,14.706000,121.006000,14.707000,121.007000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL08_NL07,14.707000,121.007000,14.706000,121.006000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL08_NL09,14.707000,121.007000,14.708000,121.008000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL09_NL08,14.708000,121.008000,14.707000,121.007000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL09_NL10,14.708000,121.008000,14.709000,121.009000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL10_NL09,14.709000,121.009000,14.708000,121.008000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL10_NL11,14.709000,121.009000,14.710000,121.010000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL11_NL10,14.710000,121.010000,14.709000,121.009000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL11_NL12,14.710000,121.010000,14.711000,121.011000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL12_NL11,14.711000,121.011000,14.710000,121.010000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL12_NL13,14.711000,121.011000,14.712000,121.012000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL13_NL12,14.712000,121.012000,14.711000,121.011000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL13_NL14,14.712000,121.012000,14.713000,121.013000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL14_NL13,14.713000,121.013000,14.712000,121.012000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL14_NL15,14.713000,121.013000,14.714000,121.014000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
NL15_NL14,14.714000,121.014000,14.713000,121.013000,R-9 (North Luzon Expressway),379800,R-9 (North Luzon Expressway),379800
